id,castAt,voterName,billTitle,choice
dd2a0ad8-5a03-49f1-8198-1bee1459c225,2026-02-19T22:22:49.584Z,Garrett Voss,Digital Privacy Protection Act,yea
85cb4ad9-c778-4357-aac9-d56435746810,2026-02-19T22:22:49.583Z,Garrett Voss,Worker Mobility and Skills Access Act,yea
b6b65f8d-5792-4361-8cff-6cfad1a8a417,2026-02-19T22:22:49.579Z,Sam Ritter,Digital Privacy Protection Act,yea
82d3503c-1161-4e51-b3e2-bb397dd262b4,2026-02-19T22:22:49.578Z,Sam Ritter,Worker Mobility and Skills Access Act,yea
fabb38f7-2351-46e0-82ab-9df5372e291f,2026-02-19T22:22:49.572Z,Leila Farsi,Digital Privacy Protection Act,nay
065c0372-772a-46d3-bc5a-5d89d2014228,2026-02-19T22:22:46.426Z,Leila Farsi,Worker Mobility and Skills Access Act,yea
2b4da0b8-2e2a-46ca-a93d-3974671a6118,2026-02-19T22:22:46.421Z,Vera Okonkwo,Digital Privacy Protection Act,yea
d89972d3-6ec1-4d14-a2dc-3ffd71229a8a,2026-02-19T22:22:45.349Z,Vera Okonkwo,Worker Mobility and Skills Access Act,yea
14f3782d-1397-4726-8c7f-24fe793d2953,2026-02-19T22:22:43.770Z,Nora Callahan,Digital Privacy Protection Act,yea
9e537a60-d4c6-41e7-bb8c-0f64a64072e8,2026-02-19T22:22:43.765Z,Nora Callahan,Worker Mobility and Skills Access Act,yea
ac283e8b-6d9d-4d19-a3ef-2275192bee20,2026-02-19T22:22:43.758Z,Dax Nguyen,Digital Privacy Protection Act,yea
3d676aba-0906-4136-bff3-eb561302a9c0,2026-02-19T22:22:40.781Z,Dax Nguyen,Worker Mobility and Skills Access Act,yea
ce952bf5-8c69-47a0-8a00-859d6747413a,2026-02-19T22:22:40.776Z,Zara Moss,Digital Privacy Protection Act,yea
db99ba69-2ba2-417c-82b5-cf94348df7c0,2026-02-19T22:22:40.769Z,Zara Moss,Worker Mobility and Skills Access Act,yea
ff068b09-dfc2-46f2-8cb0-46917c85db29,2026-02-19T22:22:40.756Z,Sable Chen,Digital Privacy Protection Act,yea
eb46c83e-6969-4f90-a18b-776a752212ff,2026-02-19T22:22:40.753Z,Sable Chen,Worker Mobility and Skills Access Act,yea
c5ca1d53-662b-466c-97b5-38320578ba40,2026-02-19T22:22:40.747Z,Arjun Mehta,Digital Privacy Protection Act,yea
772c12e1-78ef-47c6-a833-2a90f88d5e5b,2026-02-19T22:22:40.741Z,Arjun Mehta,Worker Mobility and Skills Access Act,yea
9b982003-fe47-45fa-b50f-dc69766f3b32,2026-02-19T22:22:40.737Z,Finn Kalani,Digital Privacy Protection Act,yea
2d2b0787-da98-4d87-bc3b-fe573e6af73b,2026-02-19T22:22:40.732Z,Finn Kalani,Worker Mobility and Skills Access Act,yea
d53d58db-9486-4af4-9168-92e83f64178c,2026-02-19T22:18:36.798Z,Dax Nguyen,Digital Future Worker Protection Act,nay
f38d8647-2c28-4087-a57b-6c40cfe2ccdc,2026-02-19T22:18:27.839Z,Dax Nguyen,Digital Autonomy Protection Act,yea
5c971c2e-494b-4632-90ae-32f216f261ff,2026-02-19T22:18:27.831Z,Dax Nguyen,Future-Proof Workforce Development Act,yea
89f9da1b-31c2-4436-8d3b-0354a205a9c3,2026-02-19T22:18:21.177Z,Zara Moss,Digital Future Worker Protection Act,nay
c5f4f94c-37c9-4877-b350-519c779c77c3,2026-02-19T22:18:21.174Z,Zara Moss,Digital Autonomy Protection Act,yea
57426a16-c0f6-4462-8e87-ee24518b3e91,2026-02-19T22:18:21.168Z,Zara Moss,Future-Proof Workforce Development Act,nay
78c8d8c5-e662-40ed-8b59-d9b1cccb7034,2026-02-19T22:18:21.163Z,Zara Moss,Protecting American Jobs Act of 2025,nay
54c28438-9b8b-4281-b1a6-fdd888b4d653,2026-02-19T22:18:21.148Z,Sam Ritter,Digital Future Worker Protection Act,nay
212fbed6-0861-48bc-a769-c8e770a605a4,2026-02-19T22:18:19.443Z,Sam Ritter,Digital Autonomy Protection Act,yea
72dfd085-f0e2-4ad4-b155-4fb3c05e322a,2026-02-19T22:18:19.440Z,Sam Ritter,Future-Proof Workforce Development Act,yea
a70f6225-7410-4e0c-9737-8a112b3cb56b,2026-02-19T22:18:19.436Z,Sam Ritter,Protecting American Jobs Act of 2025,yea
ff074755-ae36-453d-8e99-f99e218de657,2026-02-19T22:18:19.429Z,Leila Farsi,Digital Future Worker Protection Act,yea
b2653f71-db0c-42be-94ee-75cff06f6d9e,2026-02-19T22:18:19.425Z,Leila Farsi,Digital Autonomy Protection Act,yea
162b2d9d-226a-4775-baf0-a3491b7f5c3a,2026-02-19T22:18:19.422Z,Leila Farsi,Future-Proof Workforce Development Act,yea
eeb56ab6-51cb-471a-9117-3d7f542a888b,2026-02-19T22:18:19.417Z,Leila Farsi,Protecting American Jobs Act of 2025,yea
863d0db4-d8ef-4907-a9bb-9dbb12a5a62f,2026-02-19T22:18:19.411Z,Finn Kalani,Digital Future Worker Protection Act,nay
ad1b60f9-5374-45a1-a74d-1b77e7c49650,2026-02-19T22:18:19.407Z,Finn Kalani,Digital Autonomy Protection Act,yea
7add0b3d-72bd-4fb7-a553-8c580ce78b70,2026-02-19T22:18:19.401Z,Finn Kalani,Future-Proof Workforce Development Act,nay
f9d829a5-19fc-49e7-ae7e-f1c5bf5f6dd3,2026-02-19T22:18:18.177Z,Finn Kalani,Protecting American Jobs Act of 2025,nay
e1f2dfdb-6bab-4aa2-92a0-281847ba6653,2026-02-19T22:18:18.171Z,Vera Okonkwo,Digital Future Worker Protection Act,yea
1637b3fa-835c-4f37-83e8-e3c18d457df8,2026-02-19T22:18:18.165Z,Vera Okonkwo,Digital Autonomy Protection Act,yea
220b368b-be4b-4350-8954-27da62346f77,2026-02-19T22:18:18.161Z,Vera Okonkwo,Future-Proof Workforce Development Act,yea
cfadfe22-dacc-4628-a455-ff4d580287e7,2026-02-19T22:18:18.157Z,Vera Okonkwo,Protecting American Jobs Act of 2025,yea
af575294-979e-479d-b5ae-c59cc61ff52e,2026-02-19T22:18:18.149Z,Sable Chen,Digital Future Worker Protection Act,yea
75c912ba-6acc-41d1-b16b-9e2d21e87f31,2026-02-19T22:18:18.144Z,Sable Chen,Digital Autonomy Protection Act,nay
ed58bb1b-a328-4f02-8b25-eafecf7e46aa,2026-02-19T22:18:14.694Z,Sable Chen,Future-Proof Workforce Development Act,nay
712107a0-65d9-41a1-a9ff-1b42c9bde1e2,2026-02-19T22:18:13.213Z,Sable Chen,Protecting American Jobs Act of 2025,nay
14783fa4-d469-4c2c-b4fc-deb36f9d4d07,2026-02-19T22:18:13.209Z,Arjun Mehta,Digital Future Worker Protection Act,yea
df243bc3-b87e-4736-99f4-a766d0469a49,2026-02-19T22:18:13.207Z,Arjun Mehta,Digital Autonomy Protection Act,nay
058c8e2e-4830-4a38-a086-92381fb5fdcb,2026-02-19T22:18:13.204Z,Arjun Mehta,Future-Proof Workforce Development Act,nay
c3101ca4-391e-45b3-ad64-f1fde05a7822,2026-02-19T22:18:13.201Z,Arjun Mehta,Protecting American Jobs Act of 2025,nay
e73acb92-a1c4-4a0d-a2fb-e0fbe27537ba,2026-02-19T22:18:13.195Z,Nora Callahan,Digital Future Worker Protection Act,nay
81ca8a1e-cb85-495d-bfb9-fd8d8f30f934,2026-02-19T22:18:13.192Z,Nora Callahan,Digital Autonomy Protection Act,yea
9915e277-9684-4bc7-ab04-f7c92204bae3,2026-02-19T22:18:13.189Z,Nora Callahan,Future-Proof Workforce Development Act,yea
0c411905-0240-47dc-af21-39780c0974d7,2026-02-19T22:18:13.184Z,Nora Callahan,Protecting American Jobs Act of 2025,yea
d067756f-27b1-4104-ba63-80bcb7f3bd91,2026-02-19T22:18:13.174Z,Garrett Voss,Digital Future Worker Protection Act,nay
ee73ebef-1196-4076-9300-8e5a4506dcc3,2026-02-19T22:18:11.420Z,Garrett Voss,Digital Autonomy Protection Act,yea
5b3ed9ef-f7be-4abb-9dc9-68f5bb792983,2026-02-19T22:18:11.415Z,Garrett Voss,Future-Proof Workforce Development Act,yea
b47ff918-5875-4276-984c-ccd7cd057d03,2026-02-19T22:18:11.409Z,Garrett Voss,Protecting American Jobs Act of 2025,yea
b5d43a2b-b1fd-4d78-80c6-5220a8212225,2026-02-19T22:17:15.056Z,Sam Ritter,Workforce Adaptability and Reskilling Act of 2025,yea
f54457ab-f395-4215-a8d5-30f83ff8d5eb,2026-02-19T22:17:13.903Z,Sam Ritter,Digital Economy Freedom Act,nay
41293f9e-6c0b-46da-b955-f7306c8bec29,2026-02-19T22:17:12.392Z,Sam Ritter,Technological Disruption Mitigation Act,yea
9326e821-465d-47f9-89d7-f061ea7b2726,2026-02-19T22:17:12.384Z,Nora Callahan,Workforce Adaptability and Reskilling Act of 2025,yea
85f93837-2662-4013-843c-18ed01b33449,2026-02-19T22:17:12.377Z,Nora Callahan,Digital Economy Freedom Act,yea
030b2613-ae03-47da-ae6f-410464c03b3f,2026-02-19T22:17:10.679Z,Nora Callahan,Technological Disruption Mitigation Act,nay
8dacd65b-9ecc-496d-913e-85b4171ee837,2026-02-19T22:17:10.672Z,Finn Kalani,Workforce Adaptability and Reskilling Act of 2025,nay
c9958f8a-9ec8-4a04-b11d-542355ee5978,2026-02-19T22:17:10.669Z,Finn Kalani,Digital Economy Freedom Act,yea
22ef6755-0fc0-4c67-8bdf-db46932f158f,2026-02-19T22:17:10.662Z,Finn Kalani,Technological Disruption Mitigation Act,nay
86231795-b70a-4a3d-93d9-2c2ddbcc44fc,2026-02-19T22:17:10.646Z,Garrett Voss,Workforce Adaptability and Reskilling Act of 2025,nay
59e26d43-2f88-4602-904a-4a8f37e5355f,2026-02-19T22:17:09.136Z,Garrett Voss,Digital Economy Freedom Act,yea
cdd5a78e-983d-42b8-9e43-c395215a6b2c,2026-02-19T22:17:09.131Z,Garrett Voss,Technological Disruption Mitigation Act,nay
4f4ad28f-e49b-4d1f-986c-74aba009dfc2,2026-02-19T22:17:09.123Z,Vera Okonkwo,Workforce Adaptability and Reskilling Act of 2025,yea
06c302e6-0116-4701-9935-2f6032dcba0c,2026-02-19T22:17:09.118Z,Vera Okonkwo,Digital Economy Freedom Act,nay
26fc0d6a-21e7-4c25-9f6a-51717e52eb30,2026-02-19T22:17:09.111Z,Vera Okonkwo,Technological Disruption Mitigation Act,yea
ea198d04-f8b9-4f5f-bf90-c2d86a0811bb,2026-02-19T22:17:07.789Z,Sable Chen,Workforce Adaptability and Reskilling Act of 2025,yea
b09428a5-3353-4930-8516-d9105e1a00df,2026-02-19T22:17:07.784Z,Sable Chen,Digital Economy Freedom Act,nay
5300ee7e-ec27-4f4c-b041-229d18a720d9,2026-02-19T22:17:07.781Z,Sable Chen,Technological Disruption Mitigation Act,yea
ba519612-7266-4441-810d-81a5d3e3af27,2026-02-19T22:17:07.777Z,Arjun Mehta,Workforce Adaptability and Reskilling Act of 2025,yea
5280c96b-0e83-4aaa-a849-456a7744d2ee,2026-02-19T22:17:07.773Z,Arjun Mehta,Digital Economy Freedom Act,nay
09e3c301-5bb3-416a-8ec0-22f273f87ad8,2026-02-19T22:17:07.767Z,Arjun Mehta,Technological Disruption Mitigation Act,yea
ed8da3a1-15c4-4b94-a006-52b07fe6f02d,2026-02-19T22:17:07.761Z,Leila Farsi,Workforce Adaptability and Reskilling Act of 2025,yea
376da91f-fc5b-4b80-be94-bb52273ee208,2026-02-19T22:17:07.755Z,Leila Farsi,Digital Economy Freedom Act,nay
b54fefc0-c684-41af-a128-d7b0c36ccef2,2026-02-19T22:17:02.009Z,Leila Farsi,Technological Disruption Mitigation Act,yea
aa9a2378-14f6-408f-9eec-00049b4165cd,2026-02-19T22:17:02.001Z,Dax Nguyen,Workforce Adaptability and Reskilling Act of 2025,yea
c3e18412-62dc-496e-89b4-fb1fdc493a8f,2026-02-19T22:17:01.996Z,Dax Nguyen,Digital Economy Freedom Act,nay
9679cfa0-11a7-41b8-a3a0-544db9ede51b,2026-02-19T22:17:01.992Z,Dax Nguyen,Technological Disruption Mitigation Act,yea
537d2ddb-8378-4c63-bf70-951c326976db,2026-02-19T22:17:01.985Z,Zara Moss,Workforce Adaptability and Reskilling Act of 2025,nay
99a68b41-6a55-4360-a588-f969d9ab2c73,2026-02-19T22:17:01.981Z,Zara Moss,Digital Economy Freedom Act,yea
ea953aa5-3ea4-4dba-af91-b520141aa8ae,2026-02-19T22:17:01.976Z,Zara Moss,Technological Disruption Mitigation Act,nay
36e49569-8c9e-47a6-9865-08a915079be3,2026-02-19T22:16:15.435Z,Leila Farsi,Algorithmic Transparency and Audit Act,yea
029b9347-46e1-4cb4-ad64-08440808b800,2026-02-19T22:16:15.428Z,Dax Nguyen,Algorithmic Transparency and Audit Act,yea
736c58e3-84d5-4299-92ea-45cd9b1d4772,2026-02-19T22:16:15.421Z,Vera Okonkwo,Algorithmic Transparency and Audit Act,yea
892403bf-6a85-42ed-b156-a8cd7ff38201,2026-02-19T22:16:15.411Z,Sable Chen,Algorithmic Transparency and Audit Act,yea
3a6d4830-cbcd-4ec7-a477-8fd43a613adf,2026-02-19T22:16:15.405Z,Zara Moss,Algorithmic Transparency and Audit Act,yea
02bcaf31-f2f2-4b05-a5a5-011f25eccc0d,2026-02-19T22:16:15.391Z,Nora Callahan,Algorithmic Transparency and Audit Act,nay
ae628df4-b063-4267-bee0-64523f991dc6,2026-02-19T22:16:13.616Z,Arjun Mehta,Algorithmic Transparency and Audit Act,yea
cb2dcd61-8981-4e52-afcd-e52ed7bfe24e,2026-02-19T22:16:13.610Z,Garrett Voss,Algorithmic Transparency and Audit Act,yea
419d76de-6122-48d6-9919-4cf3c8536a00,2026-02-19T22:16:13.603Z,Sam Ritter,Algorithmic Transparency and Audit Act,yea
da17e1c0-04d7-49ed-8462-3fe344e53ee8,2026-02-19T22:16:13.597Z,Finn Kalani,Algorithmic Transparency and Audit Act,yea
8bb90d0a-f7f2-47b7-92b7-ccf74daae0d7,2026-02-19T22:15:11.421Z,Vera Okonkwo,Fiscal Responsibility and Balanced Budget Act,nay
febd1e8e-198a-4684-9b9c-d68a6687d2ad,2026-02-19T22:15:10.272Z,Sable Chen,Fiscal Responsibility and Balanced Budget Act,nay
0e5a5f87-0b1d-4d68-9b7c-2a7252f30a25,2026-02-19T22:15:08.802Z,Zara Moss,Fiscal Responsibility and Balanced Budget Act,yea
f6f9658e-699f-43d0-a52a-3ecbbb27f768,2026-02-19T22:15:08.794Z,Finn Kalani,Fiscal Responsibility and Balanced Budget Act,yea
5157b552-d4bc-4ffc-ab0e-b9e12c6ddca8,2026-02-19T22:15:08.786Z,Nora Callahan,Fiscal Responsibility and Balanced Budget Act,yea
d6e9d14c-08c6-4146-a022-2ac65244eea3,2026-02-19T22:15:07.462Z,Leila Farsi,Fiscal Responsibility and Balanced Budget Act,yea
756dd98d-e9af-4107-9297-d41b6f97fea4,2026-02-19T22:15:07.455Z,Dax Nguyen,Fiscal Responsibility and Balanced Budget Act,nay
dd7588f1-1ba4-4249-8d5d-dfad3231536e,2026-02-19T22:15:07.446Z,Arjun Mehta,Fiscal Responsibility and Balanced Budget Act,nay
d337c874-8abb-4799-9e3b-19a8be12f61c,2026-02-19T22:15:07.439Z,Sam Ritter,Fiscal Responsibility and Balanced Budget Act,yea
6ba816f9-1d6b-412a-bb84-66c5a1f74e71,2026-02-19T22:15:07.432Z,Garrett Voss,Fiscal Responsibility and Balanced Budget Act,yea
98697bc7-8e68-498b-a5c1-9b2185ed220e,2026-02-19T22:12:42.506Z,Sable Chen,Universal Basic Services Act,nay
36d0b378-68bd-4172-b13b-e1f41494cf17,2026-02-19T22:12:42.490Z,Arjun Mehta,Universal Basic Services Act,nay
e8e893bd-cfdb-4975-9624-50697e24f019,2026-02-19T22:12:42.484Z,Zara Moss,Universal Basic Services Act,nay
400b2ba7-d2df-4fe7-ace8-5e8f37686e09,2026-02-19T22:12:42.477Z,Finn Kalani,Universal Basic Services Act,nay
f04c6371-452d-4788-87cd-f223a8126252,2026-02-19T22:12:42.470Z,Nora Callahan,Universal Basic Services Act,nay
0dffd249-fb9a-49b4-9660-8d18041bea02,2026-02-19T22:12:42.463Z,Garrett Voss,Universal Basic Services Act,nay
d6ef7d63-13e9-41ba-8631-feff843c2362,2026-02-19T22:12:41.124Z,Leila Farsi,Universal Basic Services Act,yea
4ecd5601-2d14-445a-8569-01325e441afc,2026-02-19T22:12:41.109Z,Sam Ritter,Universal Basic Services Act,nay
04190c17-9daf-49d1-b3b8-18599ab954c2,2026-02-19T22:12:39.849Z,Dax Nguyen,Universal Basic Services Act,yea
6c3a36b8-37b4-4525-ac42-cf130eae7ab9,2026-02-19T22:12:39.845Z,Vera Okonkwo,Universal Basic Services Act,yea
